machine_id,mileage,event_type_label,event_type,censor_status,event_cost,gravel_percent,gravel_fraction
4,30000.0,PM,-2,1,100.0,60,0.6
4,40000.0,PM,-2,1,100.0,60,0.6
4,50000.0,PM,-2,1,100.0,60,0.6
4,56700.0,Minor failure,1,1,600.0,60,0.6
4,60000.0,PM,-2,1,100.0,60,0.6
4,70000.0,PM,-2,1,100.0,60,0.6
4,78500.0,Minor failure,1,1,600.0,60,0.6
4,80000.0,PM,-2,1,100.0,60,0.6
4,88100.0,Minor failure,1,1,600.0,60,0.6
4,90000.0,PM,-2,1,100.0,60,0.6
4,97700.0,Minor failure,1,1,600.0,60,0.6
4,100000.0,PM,-2,0,100.0,60,0.6
5,10000.0,PM,-2,1,100.0,20,0.2
5,20000.0,PM,-2,1,100.0,20,0.2
5,30000.0,PM,-2,1,100.0,20,0.2
5,33900.0,Minor failure,1,1,600.0,20,0.2
5,40000.0,PM,-2,1,100.0,20,0.2
5,50000.0,PM,-2,1,100.0,20,0.2
5,57600.0,Minor failure,1,1,600.0,20,0.2
5,60000.0,PM,-2,1,100.0,20,0.2
5,70000.0,PM,-2,1,100.0,20,0.2
5,72700.0,Minor failure,1,1,600.0,20,0.2
5,80000.0,PM,-2,1,100.0,20,0.2
5,90000.0,PM,-2,1,100.0,20,0.2
5,100000.0,PM,-2,0,100.0,20,0.2
6,7500.0,Minor failure,1,1,600.0,20,0.2
6,10000.0,PM,-2,1,100.0,20,0.2
6,20000.0,PM,-2,1,100.0,20,0.2
6,30000.0,PM,-2,1,100.0,20,0.2
6,40000.0,PM,-2,1,100.0,20,0.2
6,50000.0,PM,-2,1,100.0,20,0.2
6,55400.0,Minor failure,1,1,600.0,20,0.2
6,60000.0,PM,-2,1,100.0,20,0.2
6,70000.0,PM,-2,1,100.0,20,0.2
6,80000.0,PM,-2,1,100.0,20,0.2
6,90000.0,PM,-2,1,100.0,20,0.2
6,100000.0,PM,-2,0,100.0,20,0.2
7,10000.0,PM,-2,1,100.0,60,0.6
7,20000.0,PM,-2,1,100.0,60,0.6
7,30000.0,PM,-2,1,100.0,60,0.6
7,35400.0,Minor failure,1,1,600.0,60,0.6
7,40000.0,PM,-2,1,100.0,60,0.6
7,50000.0,PM,-2,1,100.0,60,0.6
7,60000.0,PM,-2,1,100.0,60,0.6
7,70000.0,PM,-2,1,100.0,60,0.6
7,76300.0,Minor failure,1,1,600.0,60,0.6
7,80000.0,PM,-2,1,100.0,60,0.6
7,90000.0,PM,-2,1,100.0,60,0.6
7,100000.0,PM,-2,0,100.0,60,0.6
8,10000.0,PM,-2,1,100.0,60,0.6
8,20000.0,PM,-2,1,100.0,60,0.6
8,30000.0,PM,-2,1,100.0,60,0.6
8,40000.0,PM,-2,1,100.0,60,0.6
8,50000.0,PM,-2,1,100.0,60,0.6
8,60000.0,PM,-2,1,100.0,60,0.6
8,70000.0,PM,-2,1,100.0,60,0.6
8,79400.0,Minor failure,1,1,600.0,60,0.6
8,80000.0,PM,-2,1,100.0,60,0.6
8,90000.0,PM,-2,1,100.0,60,0.6
8,100000.0,PM,-2,0,100.0,60,0.6
9,2300.0,Minor failure,1,1,600.0,60,0.6
9,10000.0,PM,-2,1,100.0,60,0.6
9,20000.0,PM,-2,1,100.0,60,0.6
9,24400.0,Minor failure,1,1,600.0,60,0.6
9,28100.0,Minor failure,1,1,600.0,60,0.6
9,30000.0,PM,-2,1,100.0,60,0.6
9,34200.0,Minor failure,1,1,600.0,60,0.6
9,40000.0,PM,-2,1,100.0,60,0.6
9,50000.0,PM,-2,1,100.0,60,0.6
9,60000.0,PM,-2,1,100.0,60,0.6
9,70000.0,PM,-2,1,100.0,60,0.6
9,77400.0,Minor failure,1,1,600.0,60,0.6
9,80000.0,PM,-2,1,100.0,60,0.6
9,90000.0,PM,-2,1,100.0,60,0.6
9,92900.0,Minor failure,1,1,600.0,60,0.6
9,99600.0,Minor failure,1,1,600.0,60,0.6
9,100000.0,PM,-2,0,100.0,60,0.6
10,3100.0,Minor failure,1,1,600.0,20,0.2
10,10000.0,PM,-2,1,100.0,20,0.2
10,20000.0,PM,-2,1,100.0,20,0.2
10,29300.0,Minor failure,1,1,600.0,20,0.2
10,30000.0,PM,-2,1,100.0,20,0.2
10,40000.0,PM,-2,1,100.0,20,0.2
10,50000.0,PM,-2,1,100.0,20,0.2
10,60000.0,PM,-2,1,100.0,20,0.2
10,70000.0,PM,-2,1,100.0,20,0.2
10,80000.0,PM,-2,1,100.0,20,0.2
10,87300.0,Minor failure,1,1,600.0,20,0.2
10,87400.0,Minor failure,1,1,600.0,20,0.2
10,88300.0,Minor failure,1,1,600.0,20,0.2
10,90000.0,PM,-2,1,100.0,20,0.2
10,100000.0,PM,-2,0,100.0,20,0.2
11,2900.0,Minor failure,1,1,600.0,60,0.6
11,10000.0,PM,-2,1,100.0,60,0.6
11,20000.0,PM,-2,1,100.0,60,0.6
11,29900.0,Minor failure,1,1,600.0,60,0.6
11,30000.0,PM,-2,1,100.0,60,0.6
11,40000.0,PM,-2,1,100.0,60,0.6
11,50000.0,PM,-2,1,100.0,60,0.6
11,58500.0,Minor failure,1,1,600.0,60,0.6
11,60000.0,PM,-2,1,100.0,60,0.6
11,70000.0,PM,-2,1,100.0,60,0.6
11,76300.0,Minor failure,1,1,600.0,60,0.6
11,80000.0,PM,-2,1,100.0,60,0.6
11,90000.0,PM,-2,1,100.0,60,0.6
11,94900.0,Minor failure,1,1,600.0,60,0.6
11,95100.0,Minor failure,1,1,600.0,60,0.6
11,100000.0,PM,-2,0,100.0,60,0.6
12,10000.0,PM,-2,1,100.0,20,0.2
12,20000.0,PM,-2,1,100.0,20,0.2
12,30000.0,PM,-2,1,100.0,20,0.2
12,40000.0,PM,-2,1,100.0,20,0.2
12,46700.0,Minor failure,1,1,600.0,20,0.2
12,50000.0,PM,-2,1,100.0,20,0.2
12,60000.0,PM,-2,1,100.0,20,0.2
12,65300.0,Minor failure,1,1,600.0,20,0.2
12,70000.0,PM,-2,1,100.0,20,0.2
12,79700.0,Minor failure,1,1,600.0,20,0.2
12,80000.0,PM,-2,1,100.0,20,0.2
12,87700.0,Minor failure,1,1,600.0,20,0.2
12,90000.0,PM,-2,1,100.0,20,0.2
12,100000.0,PM,-2,0,100.0,20,0.2
13,10000.0,PM,-2,1,100.0,20,0.2
13,20000.0,PM,-2,1,100.0,20,0.2
13,30000.0,PM,-2,1,100.0,20,0.2
13,40000.0,PM,-2,1,100.0,20,0.2
13,50000.0,PM,-2,1,100.0,20,0.2
13,60000.0,PM,-2,1,100.0,20,0.2
13,70000.0,PM,-2,1,100.0,20,0.2
13,80000.0,PM,-2,1,100.0,20,0.2
13,90000.0,PM,-2,1,100.0,20,0.2
13,100000.0,PM,-2,0,100.0,20,0.2
14,9700.0,Minor failure,1,1,600.0,60,0.6
14,10000.0,PM,-2,1,100.0,60,0.6
14,20000.0,PM,-2,1,100.0,60,0.6
14,30000.0,PM,-2,1,100.0,60,0.6
14,35700.0,Minor failure,1,1,600.0,60,0.6
14,40000.0,PM,-2,1,100.0,60,0.6
14,50000.0,PM,-2,1,100.0,60,0.6
14,60000.0,PM,-2,1,100.0,60,0.6
14,66900.0,Minor failure,1,1,600.0,60,0.6
14,70000.0,PM,-2,1,100.0,60,0.6
14,80000.0,PM,-2,1,100.0,60,0.6
14,90000.0,PM,-2,1,100.0,60,0.6
14,95300.0,Minor failure,1,1,600.0,60,0.6
14,100000.0,PM,-2,0,100.0,60,0.6
15,10000.0,PM,-2,1,100.0,60,0.6
15,20000.0,PM,-2,1,100.0,60,0.6
15,30000.0,PM,-2,1,100.0,60,0.6
15,40000.0,PM,-2,1,100.0,60,0.6
15,50000.0,PM,-2,1,100.0,60,0.6
15,60000.0,PM,-2,1,100.0,60,0.6
15,69400.0,Minor failure,1,1,600.0,60,0.6
15,70000.0,PM,-2,1,100.0,60,0.6
15,74200.0,Minor failure,1,1,600.0,60,0.6
15,80000.0,PM,-2,1,100.0,60,0.6
15,90000.0,PM,-2,1,100.0,60,0.6
15,100000.0,PM,-2,0,100.0,60,0.6
16,10000.0,PM,-2,1,100.0,20,0.2
16,20000.0,PM,-2,1,100.0,20,0.2
16,30000.0,PM,-2,1,100.0,20,0.2
16,40000.0,PM,-2,1,100.0,20,0.2
16,48500.0,Minor failure,1,1,600.0,20,0.2
16,50000.0,PM,-2,1,100.0,20,0.2
16,57300.0,Minor failure,1,1,600.0,20,0.2
16,60000.0,PM,-2,1,100.0,20,0.2
16,70000.0,PM,-2,1,100.0,20,0.2
16,80000.0,PM,-2,1,100.0,20,0.2
16,90000.0,PM,-2,1,100.0,20,0.2
16,100000.0,PM,-2,0,100.0,20,0.2
17,10000.0,PM,-2,1,100.0,20,0.2
17,20000.0,PM,-2,1,100.0,20,0.2
17,30000.0,PM,-2,1,100.0,20,0.2
17,37400.0,Minor failure,1,1,600.0,20,0.2
17,40000.0,PM,-2,1,100.0,20,0.2
17,48800.0,Minor failure,1,1,600.0,20,0.2
17,50000.0,PM,-2,1,100.0,20,0.2
17,60000.0,PM,-2,1,100.0,20,0.2
17,70000.0,PM,-2,1,100.0,20,0.2
17,80000.0,PM,-2,1,100.0,20,0.2
17,90000.0,PM,-2,1,100.0,20,0.2
17,100000.0,PM,-2,0,100.0,20,0.2
18,10000.0,PM,-2,1,100.0,60,0.6
18,17500.0,Minor failure,1,1,600.0,60,0.6
18,20000.0,PM,-2,1,100.0,60,0.6
18,27300.0,Minor failure,1,1,600.0,60,0.6
18,30000.0,PM,-2,1,100.0,60,0.6
18,40000.0,PM,-2,1,100.0,60,0.6
18,46700.0,Minor failure,1,1,600.0,60,0.6
18,50000.0,PM,-2,1,100.0,60,0.6
18,54000.0,Minor failure,1,1,600.0,60,0.6
18,60000.0,PM,-2,1,100.0,60,0.6
18,70000.0,PM,-2,1,100.0,60,0.6
18,80000.0,PM,-2,1,100.0,60,0.6
18,90000.0,PM,-2,1,100.0,60,0.6
18,100000.0,PM,-2,0,100.0,60,0.6
19,10000.0,PM,-2,1,100.0,20,0.2
19,19100.0,Minor failure,1,1,600.0,20,0.2
19,20000.0,PM,-2,1,100.0,20,0.2
19,30000.0,PM,-2,1,100.0,20,0.2
19,40000.0,PM,-2,1,100.0,20,0.2
19,50000.0,PM,-2,1,100.0,20,0.2
19,60000.0,PM,-2,1,100.0,20,0.2
19,70000.0,PM,-2,1,100.0,20,0.2
19,80000.0,PM,-2,1,100.0,20,0.2
19,90000.0,PM,-2,1,100.0,20,0.2
19,100000.0,PM,-2,0,100.0,20,0.2
20,6100.0,Minor failure,1,1,600.0,60,0.6
20,10000.0,PM,-2,1,100.0,60,0.6
20,16400.0,Minor failure,1,1,600.0,60,0.6
20,19500.0,Minor failure,1,1,600.0,60,0.6
20,20000.0,PM,-2,1,100.0,60,0.6
20,29000.0,Minor failure,1,1,600.0,60,0.6
20,30000.0,PM,-2,1,100.0,60,0.6
20,40000.0,PM,-2,1,100.0,60,0.6
20,42800.0,Minor failure,1,1,600.0,60,0.6
20,50000.0,PM,-2,1,100.0,60,0.6
20,60000.0,PM,-2,1,100.0,60,0.6
20,70000.0,PM,-2,1,100.0,60,0.6
20,80000.0,PM,-2,1,100.0,60,0.6
20,89000.0,Minor failure,1,1,600.0,60,0.6
20,90000.0,PM,-2,1,100.0,60,0.6
20,95600.0,Minor failure,1,1,600.0,60,0.6
20,98700.0,Minor failure,1,1,600.0,60,0.6
20,100000.0,PM,-2,0,100.0,60,0.6
21,10000.0,PM,-2,1,100.0,20,0.2
21,20000.0,PM,-2,1,100.0,20,0.2
21,30000.0,PM,-2,1,100.0,20,0.2
21,40000.0,PM,-2,1,100.0,20,0.2
21,50000.0,PM,-2,1,100.0,20,0.2
21,60000.0,PM,-2,1,100.0,20,0.2
21,70000.0,PM,-2,1,100.0,20,0.2
21,80000.0,PM,-2,1,100.0,20,0.2
21,90000.0,PM,-2,1,100.0,20,0.2
21,100000.0,PM,-2,0,100.0,20,0.2
22,8000.0,Minor failure,1,1,600.0,20,0.2
22,10000.0,PM,-2,1,100.0,20,0.2
22,20000.0,PM,-2,1,100.0,20,0.2
22,30000.0,PM,-2,1,100.0,20,0.2
22,31700.0,Minor failure,1,1,600.0,20,0.2
22,40000.0,PM,-2,1,100.0,20,0.2
22,50000.0,PM,-2,1,100.0,20,0.2
22,60000.0,PM,-2,1,100.0,20,0.2
22,70000.0,PM,-2,1,100.0,20,0.2
22,80000.0,PM,-2,1,100.0,20,0.2
22,90000.0,PM,-2,1,100.0,20,0.2
22,92200.0,Minor failure,1,1,600.0,20,0.2
22,100000.0,PM,-2,0,100.0,20,0.2
23,10000.0,PM,-2,1,100.0,20,0.2
23,18200.0,Minor failure,1,1,600.0,20,0.2
23,20000.0,PM,-2,1,100.0,20,0.2
23,30000.0,PM,-2,1,100.0,20,0.2
23,40000.0,PM,-2,1,100.0,20,0.2
23,48500.0,Minor failure,1,1,600.0,20,0.2
23,50000.0,PM,-2,1,100.0,20,0.2
23,60000.0,PM,-2,1,100.0,20,0.2
23,70000.0,PM,-2,1,100.0,20,0.2
23,78400.0,Minor failure,1,1,600.0,20,0.2
23,80000.0,PM,-2,1,100.0,20,0.2
23,90000.0,PM,-2,1,100.0,20,0.2
23,100000.0,PM,-2,0,100.0,20,0.2
24,9100.0,Minor failure,1,1,600.0,60,0.6
24,9500.0,Minor failure,1,1,600.0,60,0.6
24,10000.0,PM,-2,1,100.0,60,0.6
24,18800.0,Minor failure,1,1,600.0,60,0.6
24,20000.0,PM,-2,1,100.0,60,0.6
24,24200.0,Minor failure,1,1,600.0,60,0.6
24,27200.0,Minor failure,1,1,600.0,60,0.6
24,29500.0,Minor failure,1,1,600.0,60,0.6
24,30000.0,PM,-2,1,100.0,60,0.6
24,40000.0,PM,-2,1,100.0,60,0.6
24,49300.0,Minor failure,1,1,600.0,60,0.6
24,50000.0,PM,-2,1,100.0,60,0.6
24,60000.0,PM,-2,1,100.0,60,0.6
24,70000.0,PM,-2,1,100.0,60,0.6
24,80000.0,PM,-2,1,100.0,60,0.6
24,85900.0,Minor failure,1,1,600.0,60,0.6
24,90000.0,PM,-2,1,100.0,60,0.6
24,100000.0,PM,-2,0,100.0,60,0.6
25,10000.0,PM,-2,1,100.0,60,0.6
25,20000.0,PM,-2,1,100.0,60,0.6
25,30000.0,PM,-2,1,100.0,60,0.6
25,34400.0,Minor failure,1,1,600.0,60,0.6
25,40000.0,PM,-2,1,100.0,60,0.6
25,50000.0,PM,-2,1,100.0,60,0.6
25,55300.0,Minor failure,1,1,600.0,60,0.6
25,60000.0,PM,-2,1,100.0,60,0.6
25,67500.0,Minor failure,1,1,600.0,60,0.6
25,70000.0,PM,-2,1,100.0,60,0.6
25,75100.0,Minor failure,1,1,600.0,60,0.6
25,79200.0,Minor failure,1,1,600.0,60,0.6
25,80000.0,PM,-2,1,100.0,60,0.6
25,85700.0,Minor failure,1,1,600.0,60,0.6
25,89900.0,Minor failure,1,1,600.0,60,0.6
25,90000.0,PM,-2,1,100.0,60,0.6
25,99300.0,Minor failure,1,1,600.0,60,0.6
25,100000.0,PM,-2,0,100.0,60,0.6
26,1600.0,Minor failure,1,1,600.0,20,0.2
26,10000.0,PM,-2,1,100.0,20,0.2
26,17600.0,Minor failure,1,1,600.0,20,0.2
26,20000.0,PM,-2,1,100.0,20,0.2
26,30000.0,PM,-2,1,100.0,20,0.2
26,40000.0,PM,-2,1,100.0,20,0.2
26,50000.0,PM,-2,1,100.0,20,0.2
26,57700.0,Minor failure,1,1,600.0,20,0.2
26,60000.0,PM,-2,1,100.0,20,0.2
26,69200.0,Minor failure,1,1,600.0,20,0.2
26,70000.0,PM,-2,1,100.0,20,0.2
26,74900.0,Minor failure,1,1,600.0,20,0.2
26,76500.0,Minor failure,1,1,600.0,20,0.2
26,80000.0,PM,-2,1,100.0,20,0.2
26,90000.0,PM,-2,1,100.0,20,0.2
26,100000.0,PM,-2,0,100.0,20,0.2
27,10000.0,PM,-2,1,100.0,60,0.6
27,20000.0,PM,-2,1,100.0,60,0.6
27,30000.0,PM,-2,1,100.0,60,0.6
27,40000.0,PM,-2,1,100.0,60,0.6
27,48200.0,Minor failure,1,1,600.0,60,0.6
27,50000.0,PM,-2,1,100.0,60,0.6
27,60000.0,PM,-2,1,100.0,60,0.6
27,70000.0,PM,-2,1,100.0,60,0.6
27,80000.0,PM,-2,1,100.0,60,0.6
27,90000.0,PM,-2,1,100.0,60,0.6
27,100000.0,PM,-2,0,100.0,60,0.6
28,2200.0,Minor failure,1,1,600.0,60,0.6
28,10000.0,PM,-2,1,100.0,60,0.6
28,20000.0,PM,-2,1,100.0,60,0.6
28,25700.0,Minor failure,1,1,600.0,60,0.6
28,29800.0,Minor failure,1,1,600.0,60,0.6
28,30000.0,PM,-2,1,100.0,60,0.6
28,40000.0,PM,-2,1,100.0,60,0.6
28,50000.0,PM,-2,1,100.0,60,0.6
28,53500.0,Minor failure,1,1,600.0,60,0.6
28,57500.0,Minor failure,1,1,600.0,60,0.6
28,60000.0,PM,-2,1,100.0,60,0.6
28,69200.0,Minor failure,1,1,600.0,60,0.6
28,70000.0,PM,-2,1,100.0,60,0.6
28,80000.0,PM,-2,1,100.0,60,0.6
28,90000.0,PM,-2,1,100.0,60,0.6
28,100000.0,PM,-2,0,100.0,60,0.6
29,10000.0,PM,-2,1,100.0,20,0.2
29,20000.0,PM,-2,1,100.0,20,0.2
29,30000.0,PM,-2,1,100.0,20,0.2
29,40000.0,PM,-2,1,100.0,20,0.2
29,50000.0,PM,-2,1,100.0,20,0.2
29,60000.0,PM,-2,1,100.0,20,0.2
29,68000.0,Minor failure,1,1,600.0,20,0.2
29,70000.0,PM,-2,1,100.0,20,0.2
29,74300.0,Minor failure,1,1,600.0,20,0.2
29,80000.0,PM,-2,1,100.0,20,0.2
29,86000.0,Minor failure,1,1,600.0,20,0.2
29,90000.0,PM,-2,1,100.0,20,0.2
29,100000.0,PM,-2,0,100.0,20,0.2
30,7700.0,Minor failure,1,1,600.0,60,0.6
30,10000.0,PM,-2,1,100.0,60,0.6
30,17900.0,Minor failure,1,1,600.0,60,0.6
30,20000.0,PM,-2,1,100.0,60,0.6
30,23400.0,Minor failure,1,1,600.0,60,0.6
30,26000.0,Minor failure,1,1,600.0,60,0.6
30,30000.0,PM,-2,1,100.0,60,0.6
30,36900.0,Minor failure,1,1,600.0,60,0.6
30,37200.0,Minor failure,1,1,600.0,60,0.6
30,40000.0,PM,-2,1,100.0,60,0.6
30,48100.0,Minor failure,1,1,600.0,60,0.6
30,50000.0,PM,-2,1,100.0,60,0.6
30,58400.0,Minor failure,1,1,600.0,60,0.6
30,60000.0,PM,-2,1,100.0,60,0.6
30,70000.0,PM,-2,1,100.0,60,0.6
30,71900.0,Minor failure,1,1,600.0,60,0.6
30,80000.0,PM,-2,1,100.0,60,0.6
30,90000.0,PM,-2,1,100.0,60,0.6
30,100000.0,PM,-2,0,100.0,60,0.6
31,10000.0,PM,-2,1,100.0,60,0.6
31,19000.0,Minor failure,1,1,600.0,60,0.6
31,20000.0,PM,-2,1,100.0,60,0.6
31,30000.0,PM,-2,1,100.0,60,0.6
31,31900.0,Minor failure,1,1,600.0,60,0.6
31,40000.0,PM,-2,1,100.0,60,0.6
31,50000.0,PM,-2,1,100.0,60,0.6
31,54100.0,Minor failure,1,1,600.0,60,0.6
31,59900.0,Minor failure,1,1,600.0,60,0.6
31,60000.0,PM,-2,1,100.0,60,0.6
31,70000.0,PM,-2,1,100.0,60,0.6
31,80000.0,PM,-2,1,100.0,60,0.6
31,90000.0,PM,-2,1,100.0,60,0.6
31,99600.0,Minor failure,1,1,600.0,60,0.6
31,100000.0,PM,-2,0,100.0,60,0.6
32,10000.0,PM,-2,1,100.0,60,0.6
32,20000.0,PM,-2,1,100.0,60,0.6
32,27700.0,Minor failure,1,1,600.0,60,0.6
32,30000.0,PM,-2,1,100.0,60,0.6
32,40000.0,PM,-2,1,100.0,60,0.6
32,50000.0,PM,-2,1,100.0,60,0.6
32,54500.0,Minor failure,1,1,600.0,60,0.6
32,60000.0,PM,-2,1,100.0,60,0.6
32,70000.0,PM,-2,1,100.0,60,0.6
32,80000.0,PM,-2,1,100.0,60,0.6
32,90000.0,PM,-2,1,100.0,60,0.6
32,100000.0,PM,-2,0,100.0,60,0.6
33,10000.0,PM,-2,1,100.0,20,0.2
33,20000.0,PM,-2,1,100.0,20,0.2
33,30000.0,PM,-2,1,100.0,20,0.2
33,40000.0,PM,-2,1,100.0,20,0.2
33,50000.0,PM,-2,1,100.0,20,0.2
33,60000.0,PM,-2,1,100.0,20,0.2
33,62800.0,Minor failure,1,1,600.0,20,0.2
33,70000.0,PM,-2,1,100.0,20,0.2
33,75000.0,Minor failure,1,1,600.0,20,0.2
33,80000.0,PM,-2,1,100.0,20,0.2
33,90000.0,PM,-2,1,100.0,20,0.2
33,99400.0,Minor failure,1,1,600.0,20,0.2
33,100000.0,PM,-2,0,100.0,20,0.2
34,10000.0,PM,-2,1,100.0,60,0.6
34,16000.0,Minor failure,1,1,600.0,60,0.6
34,18700.0,Minor failure,1,1,600.0,60,0.6
34,20000.0,PM,-2,1,100.0,60,0.6
34,30000.0,PM,-2,1,100.0,60,0.6
34,40000.0,PM,-2,1,100.0,60,0.6
34,50000.0,PM,-2,1,100.0,60,0.6
34,60000.0,PM,-2,1,100.0,60,0.6
34,70000.0,PM,-2,1,100.0,60,0.6
34,75700.0,Minor failure,1,1,600.0,60,0.6
34,80000.0,PM,-2,1,100.0,60,0.6
34,88700.0,Minor failure,1,1,600.0,60,0.6
34,90000.0,PM,-2,1,100.0,60,0.6
34,100000.0,PM,-2,0,100.0,60,0.6
35,10000.0,PM,-2,1,100.0,20,0.2
35,20000.0,PM,-2,1,100.0,20,0.2
35,30000.0,PM,-2,1,100.0,20,0.2
35,40000.0,PM,-2,1,100.0,20,0.2
35,50000.0,PM,-2,1,100.0,20,0.2
35,59700.0,Minor failure,1,1,600.0,20,0.2
35,60000.0,PM,-2,1,100.0,20,0.2
35,70000.0,PM,-2,1,100.0,20,0.2
35,80000.0,PM,-2,1,100.0,20,0.2
35,89300.0,Minor failure,1,1,600.0,20,0.2
35,90000.0,PM,-2,1,100.0,20,0.2
35,100000.0,PM,-2,0,100.0,20,0.2
36,9200.0,Minor failure,1,1,600.0,60,0.6
36,9300.0,Minor failure,1,1,600.0,60,0.6
36,10000.0,PM,-2,1,100.0,60,0.6
36,13400.0,Minor failure,1,1,600.0,60,0.6
36,20000.0,PM,-2,1,100.0,60,0.6
36,26300.0,Minor failure,1,1,600.0,60,0.6
36,27700.0,Minor failure,1,1,600.0,60,0.6
36,30000.0,PM,-2,1,100.0,60,0.6
36,40000.0,PM,-2,1,100.0,60,0.6
36,50000.0,PM,-2,1,100.0,60,0.6
36,60000.0,PM,-2,1,100.0,60,0.6
36,70000.0,PM,-2,1,100.0,60,0.6
36,80000.0,PM,-2,1,100.0,60,0.6
36,90000.0,PM,-2,1,100.0,60,0.6
36,100000.0,PM,-2,0,100.0,60,0.6
37,10000.0,PM,-2,1,100.0,20,0.2
37,13700.0,Minor failure,1,1,600.0,20,0.2
37,20000.0,PM,-2,1,100.0,20,0.2
37,30000.0,PM,-2,1,100.0,20,0.2
37,40000.0,PM,-2,1,100.0,20,0.2
37,50000.0,PM,-2,1,100.0,20,0.2
37,60000.0,PM,-2,1,100.0,20,0.2
37,70000.0,PM,-2,1,100.0,20,0.2
37,80000.0,PM,-2,1,100.0,20,0.2
37,90000.0,PM,-2,1,100.0,20,0.2
37,100000.0,PM,-2,0,100.0,20,0.2
38,10000.0,PM,-2,1,100.0,20,0.2
38,20000.0,PM,-2,1,100.0,20,0.2
38,30000.0,PM,-2,1,100.0,20,0.2
38,40000.0,PM,-2,1,100.0,20,0.2
38,50000.0,PM,-2,1,100.0,20,0.2
38,60000.0,PM,-2,1,100.0,20,0.2
38,70000.0,PM,-2,1,100.0,20,0.2
38,80000.0,PM,-2,1,100.0,20,0.2
38,85700.0,Minor failure,1,1,600.0,20,0.2
38,90000.0,PM,-2,1,100.0,20,0.2
38,100000.0,PM,-2,0,100.0,20,0.2
39,10000.0,PM,-2,1,100.0,60,0.6
39,20000.0,PM,-2,1,100.0,60,0.6
39,25200.0,Minor failure,1,1,600.0,60,0.6
39,26700.0,Minor failure,1,1,600.0,60,0.6
39,30000.0,PM,-2,1,100.0,60,0.6
39,34400.0,Minor failure,1,1,600.0,60,0.6
39,40000.0,PM,-2,1,100.0,60,0.6
39,50000.0,PM,-2,1,100.0,60,0.6
39,60000.0,PM,-2,1,100.0,60,0.6
39,70000.0,PM,-2,1,100.0,60,0.6
39,80000.0,PM,-2,1,100.0,60,0.6
39,90000.0,PM,-2,1,100.0,60,0.6
39,100000.0,PM,-2,0,100.0,60,0.6
40,9000.0,Minor failure,1,1,600.0,60,0.6
40,10000.0,PM,-2,1,100.0,60,0.6
40,11800.0,Minor failure,1,1,600.0,60,0.6
40,20000.0,PM,-2,1,100.0,60,0.6
40,23700.0,Minor failure,1,1,600.0,60,0.6
40,30000.0,PM,-2,1,100.0,60,0.6
40,37500.0,Minor failure,1,1,600.0,60,0.6
40,40000.0,PM,-2,1,100.0,60,0.6
40,50000.0,PM,-2,1,100.0,60,0.6
40,56800.0,Minor failure,1,1,600.0,60,0.6
40,60000.0,PM,-2,1,100.0,60,0.6
40,68500.0,Minor failure,1,1,600.0,60,0.6
40,70000.0,PM,-2,1,100.0,60,0.6
40,80000.0,PM,-2,1,100.0,60,0.6
40,90000.0,PM,-2,1,100.0,60,0.6
